,pose,NOSE_x,NOSE_y,NOSE_z,NOSE_vis,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_vis,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_vis,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_vis,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_vis,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_vis,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_vis,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_vis,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_vis,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_vis,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_vis,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_vis,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_vis,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_vis,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_vis,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_vis,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_vis,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_vis,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_vis,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_vis,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_vis,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_vis,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_vis,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_vis,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_vis,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_vis,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_vis,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_vis,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_vis,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_vis,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_vis,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_vis,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_vis
0,downdog,0.5087789297103882,0.7351915836334229,-0.07136615365743637,0.997455894947052,0.4933825433254242,0.758222222328186,-0.11286088079214096,0.9986888766288757,0.49068528413772583,0.7579002380371094,-0.11291281133890152,0.9988675117492676,0.4881128668785095,0.7576326131820679,-0.11301583051681519,0.9987680315971375,0.4934469163417816,0.7570902705192566,-0.05317968875169754,0.998646080493927,0.49077939987182617,0.7562000751495361,-0.053058065474033356,0.998671293258667,0.4881110191345215,0.7554136514663696,-0.05296025425195694,0.998325526714325,0.4699167311191559,0.7392578721046448,-0.2334173619747162,0.9987471103668213,0.46836358308792114,0.7358328700065613,0.04335138574242592,0.9978265166282654,0.5061795115470886,0.7088772654533386,-0.10723946988582611,0.9971643090248108,0.5077841281890869,0.7065007090568542,-0.027190785855054855,0.9958857893943787,0.4601091742515564,0.6340396404266357,-0.2965092062950134,0.9982144832611084,0.4644593596458435,0.6135138273239136,0.15155866742134094,0.9902286529541016,0.36175212264060974,0.7954555153846741,-0.5443193912506104,0.9877947568893433,0.37275809049606323,0.7640864849090576,0.23891964554786682,0.0724494457244873,0.2536849081516266,0.9201479554176331,-0.5479709506034851,0.9585213661193848,0.27814847230911255,0.8820330500602722,0.0014571973588317633,0.17217311263084412,0.21773862838745117,0.939237654209137,-0.6150913834571838,0.9420878887176514,0.24014386534690857,0.8986181616783142,-0.010730833746492863,0.32051408290863037,0.21190807223320007,0.9371830224990845,-0.5712237358093262,0.9326177835464478,0.23796150088310242,0.9011139869689941,-0.06618605554103851,0.3313036859035492,0.22342774271965027,0.9308944940567017,-0.5324710607528687,0.9053996205329895,0.248325377702713,0.8993858098983765,-0.027352115139365196,0.33880436420440674,0.6723284125328064,0.2686113715171814,-0.18129323422908783,0.9960348010063171,0.6531894207000732,0.2672724723815918,0.18191498517990112,0.9914268255233765,0.7785507440567017,0.5473179817199707,-0.13930881023406982,0.9741332530975342,0.7678725719451904,0.5477055311203003,0.21823528409004211,0.18324312567710876,0.863392174243927,0.8431441187858582,-0.07927805185317993,0.9836035966873169,0.8433667421340942,0.8217989802360535,0.338588684797287,0.35708296298980713,0.8951513171195984,0.8831167221069336,-0.08429420739412308,0.9859409928321838,0.8764236569404602,0.8702971339225769,0.34378886222839355,0.4828265905380249,0.7972145080566406,0.9349049925804138,-0.2521851062774658,0.9755396842956543,0.7774959802627563,0.9148155450820923,0.2433927059173584,0.46766573190689087
1,downdog,0.488671213388443,0.6094690561294556,-0.75101637840271,0.9915524125099182,0.5072831511497498,0.6148351430892944,-0.7628551721572876,0.9858942627906799,0.5100767016410828,0.6184283494949341,-0.7625276446342468,0.9879649877548218,0.5130423307418823,0.6220621466636658,-0.7623481750488281,0.9910801649093628,0.49737441539764404,0.6055617332458496,-0.7727489471435547,0.9913318753242493,0.49358582496643066,0.6014800071716309,-0.7725821733474731,0.9923526048660278,0.4896731972694397,0.5950616598129272,-0.7725502252578735,0.991407036781311,0.5165708065032959,0.5995866656303406,-0.6892890930175781,0.98785001039505,0.48087748885154724,0.5502370595932007,-0.7283125519752502,0.9855746626853943,0.4791254699230194,0.6031190752983093,-0.7070702314376831,0.9919931888580322,0.46900230646133423,0.5807148814201355,-0.7187564969062805,0.989970326423645,0.48573973774909973,0.5583460330963135,-0.49410611391067505,0.9915836453437805,0.40022292733192444,0.4639680087566376,-0.5812312364578247,0.9877611398696899,0.3686634302139282,0.6660977602005005,-0.547982931137085,0.9481000900268555,0.2883852422237396,0.6001213192939758,-0.5951542854309082,0.14455147087574005,0.2911335825920105,0.7609647512435913,-0.7066922187805176,0.9125359654426575,0.19012382626533508,0.7575399875640869,-0.7340623736381531,0.2423962503671646,0.2981358468532562,0.7943586111068726,-0.7802677154541016,0.9075453877449036,0.1670880913734436,0.7989968061447144,-0.8314275145530701,0.376914918422699,0.286387175321579,0.7744410037994385,-0.8154082298278809,0.9038273692131042,0.1900864839553833,0.8298080563545227,-0.8514850735664368,0.388003408908844,0.2790616750717163,0.7607760429382324,-0.7294719219207764,0.8750295042991638,0.19854319095611572,0.8216375112533569,-0.7508890628814697,0.3900625705718994,0.5798059105873108,0.3777799606323242,-0.009554431773722172,0.9877880811691284,0.5181268453598022,0.2740204930305481,0.009365671314299107,0.9811797142028809,0.5768207311630249,0.6773589253425598,0.18800665438175201,0.9227182865142822,0.402278870344162,0.47525808215141296,0.2026546448469162,0.19952493906021118,0.5778656601905823,0.7588104009628296,0.648293137550354,0.9215092062950134,0.4031584858894348,0.7110131978988647,0.6420137882232666,0.39070558547973633,0.5759779214859009,0.7581074833869934,0.6920520663261414,0.913674533367157,0.41022351384162903,0.7433966994285583,0.6882126331329346,0.4901293218135834,0.5689023733139038,0.8440486192703247,0.5720430612564087,0.9243442416191101,0.3735019266605377,0.8510586619377136,0.5747226476669312,0.497834712266922
2,downdog,0.539377748966217,0.7659810185432434,-0.08436869084835052,0.9923354387283325,0.55604487657547,0.7785829901695251,-0.06391166895627975,0.9872417449951172,0.558488667011261,0.7776352167129517,-0.0639396384358406,0.9891158938407898,0.5613069534301758,0.7766422033309937,-0.06385329365730286,0.9918959140777588,0.5575090646743774,0.776920735836029,-0.12372182309627533,0.9921247363090515,0.5606848001480103,0.7749740481376648,-0.12382353097200394,0.993057370185852,0.564014196395874,0.7730020880699158,-0.12376194447278976,0.9921915531158447,0.5874061584472656,0.7496936321258545,0.042753495275974274,0.9889626502990723,0.5871857404708862,0.745764970779419,-0.2363651841878891,0.9869645237922668,0.5384700894355774,0.7400418519973755,-0.037259042263031006,0.992674708366394,0.5407965183258057,0.7387372851371765,-0.11844200640916824,0.9908770322799683,0.5959607362747192,0.6344623565673828,0.13624131679534912,0.9920870661735535,0.5905815958976746,0.6373918056488037,-0.28838613629341125,0.9888806939125061,0.6870028376579285,0.7580569982528687,0.2406225949525833,0.8671827912330627,0.6943527460098267,0.7764327526092529,-0.5058861970901489,0.22947783768177032,0.7952575087547302,0.865753173828125,-0.0012405860470607877,0.858511209487915,0.8087984323501587,0.8941484689712524,-0.43908435106277466,0.31753838062286377,0.8293406963348389,0.8757806420326233,-0.009117238223552704,0.8796501159667969,0.8472866415977478,0.9157689809799194,-0.48469263315200806,0.437849223613739,0.8386822938919067,0.8865898847579956,-0.05367865040898323,0.877794086933136,0.8567453622817993,0.9151557683944702,-0.45374077558517456,0.44720736145973206,0.8264855742454529,0.8847322463989258,-0.02565987966954708,0.8503990769386292,0.8435711860656738,0.906123161315918,-0.4253142476081848,0.4480009377002716,0.4175882041454315,0.30267971754074097,0.19405719637870789,0.9884269833564758,0.4121896028518677,0.2753271758556366,-0.19362501800060272,0.982738196849823,0.3064887821674347,0.5559024810791016,0.2384212166070938,0.8451608419418335,0.29803088307380676,0.5515050292015076,-0.16453208029270172,0.27911561727523804,0.20142842829227448,0.7990984916687012,0.32719746232032776,0.8653193116188049,0.1869525909423828,0.8148530721664429,-0.09184996038675308,0.4510830044746399,0.16813552379608154,0.8499966859817505,0.3261033296585083,0.8776871562004089,0.1505780816078186,0.8602319955825806,-0.09639596194028854,0.5407657027244568,0.2770621180534363,0.8821372985839844,0.21442024409770966,0.899608314037323,0.26803767681121826,0.8859413266181946,-0.25177210569381714,0.5473515391349792
3,downdog,0.6552913188934326,0.5357974171638489,0.4886643886566162,0.9917685985565186,0.6692378520965576,0.5439714193344116,0.528217613697052,0.9872092008590698,0.6696953177452087,0.5419125556945801,0.5280370116233826,0.9887943267822266,0.6699400544166565,0.5395025610923767,0.5275689363479614,0.9914603233337402,0.6744834780693054,0.5482563972473145,0.4817708432674408,0.9917513728141785,0.678392767906189,0.5484122633934021,0.48194509744644165,0.9923964142799377,0.6823596954345703,0.5487542748451233,0.4815724790096283,0.9910980463027954,0.6865149736404419,0.5211604237556458,0.6130255460739136,0.9880766272544861,0.7025696039199829,0.5266582369804382,0.4070897102355957,0.9855636358261108,0.6530007719993591,0.5101393461227417,0.516116201877594,0.9872845411300659,0.6574780344963074,0.5137823820114136,0.4550801217556,0.981210470199585,0.6322571039199829,0.4224827289581299,0.6218539476394653,0.9922133088111877,0.7350484132766724,0.4748760163784027,0.2448541820049286,0.9895455837249756,0.5366042852401733,0.49478286504745483,0.7178378701210022,0.7815920114517212,0.7634455561637878,0.6771858334541321,0.18102318048477173,0.2531645596027374,0.48896732926368713,0.5906099677085876,0.5931524634361267,0.7759180665016174,0.8635820746421814,0.8872367739677429,0.3104976415634155,0.34857168793678284,0.48220089077949524,0.6130443215370178,0.6092860102653503,0.7967284917831421,0.8937250971794128,0.9363378882408142,0.3164440393447876,0.47381460666656494,0.49251097440719604,0.6325582265853882,0.5768018364906311,0.7955484986305237,0.9025724530220032,0.9428427815437317,0.33917540311813354,0.47759580612182617,0.4925963878631592,0.6269373297691345,0.5756698846817017,0.7708452343940735,0.890022873878479,0.9315489530563354,0.32392752170562744,0.46475908160209656,0.5341609120368958,0.21544915437698364,0.15085816383361816,0.9895828366279602,0.59816575050354,0.22991889715194702,-0.1520312875509262,0.9844592809677124,0.38874149322509766,0.499332994222641,0.14169253408908844,0.8600971698760986,0.7340237498283386,0.5471197366714478,0.012340154498815536,0.3499577045440674,0.21662698686122894,0.7576175332069397,0.05455975979566574,0.8782468438148499,0.8773605227470398,0.8928635716438293,0.09389957785606384,0.5035833120346069,0.1954604983329773,0.7716739773750305,0.045143045485019684,0.889541745185852,0.875577986240387,0.878781259059906,0.10567276179790497,0.5853267312049866,0.19663061201572418,0.8658388257026672,-0.03648281842470169,0.9087737202644348,0.9961180686950684,0.9777648448944092,0.04389432445168495,0.5875494480133057
4,downdog,0.3881307542324066,0.7550493478775024,-0.05136056989431381,0.9922282099723816,0.36510059237480164,0.7443653345108032,-0.09044278413057327,0.9881916046142578,0.3636934757232666,0.7403000593185425,-0.09043686836957932,0.9896733164787292,0.362491250038147,0.7364182472229004,-0.09056531637907028,0.9920464754104614,0.36414235830307007,0.7436507940292358,-0.034626249223947525,0.9922809600830078,0.36209845542907715,0.7390702962875366,-0.03462039679288864,0.9929012656211853,0.3599250912666321,0.7344681024551392,-0.03464145213365555,0.991678774356842,0.35943803191185,0.6953468322753906,-0.20411305129528046,0.9888325929641724,0.3574550747871399,0.6936192512512207,0.05287455394864082,0.9867275953292847,0.3995653986930847,0.7332927584648132,-0.08388499170541763,0.987784743309021,0.3998907506465912,0.7344493865966797,-0.009276458993554115,0.9820947647094727,0.4088122248649597,0.6223738193511963,-0.28068700432777405,0.9925328493118286,0.4176866412162781,0.5973354578018188,0.17198783159255981,0.9895032644271851,0.30122873187065125,0.7601442337036133,-0.43648648262023926,0.8006605505943298,0.3255711793899536,0.7428111433982849,0.26033249497413635,0.24306437373161316,0.17061322927474976,0.8853304982185364,-0.38840195536613464,0.7945193648338318,0.22267693281173706,0.8442221879959106,0.10788432508707047,0.3535360097885132,0.1365971863269806,0.9088276028633118,-0.4515828788280487,0.8123900294303894,0.18846732378005981,0.866832435131073,0.1142917051911354,0.47791239619255066,0.13173961639404297,0.9003502130508423,-0.4084719717502594,0.8106046319007874,0.18510666489601135,0.8663043975830078,0.07002249360084534,0.4813215136528015,0.1436166763305664,0.8934115767478943,-0.37336066365242004,0.7865423560142517,0.1944505274295807,0.8638222217559814,0.08641193807125092,0.4708182215690613,0.6232472062110901,0.2342914640903473,-0.1809738427400589,0.9902175068855286,0.6173619031906128,0.24704304337501526,0.18158330023288727,0.9856065511703491,0.7673200368881226,0.5411800742149353,-0.07164008915424347,0.8712159991264343,0.7530657052993774,0.5294005870819092,0.24677671492099762,0.3342885375022888,0.8801248073577881,0.8482503890991211,0.03558914735913277,0.8878452181816101,0.8640588521957397,0.8256316184997559,0.38126274943351746,0.4868637025356293,0.921444296836853,0.8944123387336731,0.03854120522737503,0.8969869613647461,0.902502715587616,0.8729435205459595,0.3901155889034271,0.5664710402488708,0.788216769695282,0.9335381984710693,-0.0921478420495987,0.9136494398117065,0.7762490510940552,0.9171193242073059,0.31519532203674316,0.5688311457633972
5,downdog,0.3883901834487915,0.6445021033287048,-0.07646092772483826,0.9929338097572327,0.3676900863647461,0.6451154351234436,-0.11839479953050613,0.9893171191215515,0.3661382794380188,0.6427080631256104,-0.11826293915510178,0.9906574487686157,0.36434468626976013,0.6401078701019287,-0.11820940673351288,0.9927850365638733,0.3666478991508484,0.6452277302742004,-0.053362175822257996,0.9930126667022705,0.3646175265312195,0.642917275428772,-0.053261637687683105,0.9935718774795532,0.3622663617134094,0.6402580738067627,-0.053171124309301376,0.9924609065055847,0.3582119643688202,0.6113243103027344,-0.21291694045066833,0.9898888468742371,0.35467857122421265,0.6113628149032593,0.05123879015445709,0.9879919290542603,0.3934968113899231,0.6240875124931335,-0.11280130594968796,0.9888826012611389,0.3945142924785614,0.622448742389679,-0.028129754588007927,0.9837498068809509,0.38624632358551025,0.5347921848297119,-0.30432140827178955,0.9931874871253967,0.3801741302013397,0.5331364274024963,0.1680917590856552,0.9900583028793335,0.2904747724533081,0.6725085973739624,-0.5531445145606995,0.8197628259658813,0.30379047989845276,0.6539883613586426,0.2560963034629822,0.24692589044570923,0.17512796819210052,0.8123193383216858,-0.5534833669662476,0.8129169940948486,0.19377219676971436,0.7713096737861633,0.03246176615357399,0.38254159688949585,0.1529141068458557,0.8218235969543457,-0.626907467842102,0.827864944934845,0.1627296656370163,0.7822641134262085,0.03544881194829941,0.507550835609436,0.14289946854114532,0.812878429889679,-0.5662957429885864,0.8250884413719177,0.15933959186077118,0.7818676829338074,-0.025894390419125557,0.5106252431869507,0.14988534152507782,0.807685375213623,-0.5320484042167664,0.8018789291381836,0.16669653356075287,0.7798863053321838,0.003875953610986471,0.5008127689361572,0.5834442973136902,0.2591506838798523,-0.18177074193954468,0.99036705493927,0.5713939666748047,0.24960315227508545,0.18211694061756134,0.9860318303108215,0.6706216931343079,0.4809771776199341,-0.08915109187364578,0.8791801929473877,0.6513661742210388,0.461073100566864,0.2691539227962494,0.31789156794548035,0.768226146697998,0.682820200920105,0.06416191160678864,0.8946295380592346,0.7587783932685852,0.6691306233406067,0.4704321324825287,0.47905558347702026,0.8025096654891968,0.712486743927002,0.06973084062337875,0.9015602469444275,0.7859206199645996,0.6933103799819946,0.48367324471473694,0.5669623613357544,0.7106060981750488,0.798469066619873,-0.05548425391316414,0.9163385033607483,0.7074022889137268,0.7711575031280518,0.4187954068183899,0.5705907940864563
6,downdog,0.23265309631824493,0.45655307173728943,0.2687753736972809,0.9907774329185486,0.21329668164253235,0.4509267210960388,0.2858390510082245,0.9872342944145203,0.21400266885757446,0.4499160051345825,0.28568601608276367,0.988352358341217,0.2145574986934662,0.4487685263156891,0.28556713461875916,0.9910179376602173,0.20147162675857544,0.44808605313301086,0.297090083360672,0.9915385842323303,0.19118493795394897,0.4453265368938446,0.2970973551273346,0.9923814535140991,0.1773705631494522,0.44231972098350525,0.296549528837204,0.991727888584137,0.21481631696224213,0.42885279655456543,0.2905827760696411,0.9857369065284729,0.18840759992599487,0.42181387543678284,0.3472132384777069,0.9874260425567627,0.2412130981683731,0.44454076886177063,0.2615930438041687,0.9859952330589294,0.24207794666290283,0.4415925443172455,0.27803343534469604,0.9831057190895081,0.22354337573051453,0.4102247357368469,0.1317518651485443,0.9933462142944336,0.2545227110385895,0.3740640878677368,0.38117602467536926,0.9905676245689392,0.17679361999034882,0.5610290765762329,0.0552208386361599,0.8082741498947144,0.249908447265625,0.30060258507728577,0.3895043134689331,0.2351703643798828,0.21802566945552826,0.8006740808486938,0.09534301608800888,0.7985898852348328,0.2707424461841583,0.7394055724143982,0.27634483575820923,0.40577682852745056,0.22119030356407166,0.8376355767250061,0.0699312835931778,0.8154537677764893,0.2726644277572632,0.7685931921005249,0.29385578632354736,0.5257272124290466,0.22667957842350006,0.8498068451881409,0.1054510846734047,0.8101547956466675,0.2674834132194519,0.7955588102340698,0.2531130909919739,0.5287452936172485,0.22701618075370789,0.8354300856590271,0.10990393906831741,0.7868359684944153,0.26854997873306274,0.7898009419441223,0.2649540603160858,0.5159423351287842,0.3841201663017273,0.17646679282188416,-0.08673180639743805,0.9912825226783752,0.3818974196910858,0.09678918868303299,0.08656522631645203,0.987385630607605,0.4995194375514984,0.5271372199058533,-0.1342681497335434,0.887382447719574,0.4833618402481079,0.5063135623931885,0.08627009391784668,0.3585212230682373,0.574103593826294,0.7070105075836182,-0.27609488368034363,0.9001110792160034,0.5765910744667053,0.6399060487747192,-0.06593997031450272,0.5101344585418701,0.6007050275802612,0.6161747574806213,-0.2942555546760559,0.9061031937599182,0.6076724529266357,0.33491137623786926,-0.08998873829841614,0.5986444354057312,0.7005910277366638,0.8352095484733582,-0.3577299416065216,0.9156180620193481,0.6337284445762634,0.8262073993682861,-0.13180212676525116,0.5950461030006409
7,downdog,0.6105339527130127,0.6928467154502869,-0.09192214161157608,0.9916344285011292,0.6260542273521423,0.691653847694397,-0.07064463943243027,0.9884626865386963,0.6265839338302612,0.689059317111969,-0.0707087591290474,0.9894697070121765,0.6275871992111206,0.6864832639694214,-0.07067511975765228,0.9918639659881592,0.6288421154022217,0.689978837966919,-0.12395995110273361,0.9923325181007385,0.6306196451187134,0.6860048174858093,-0.12407398223876953,0.9930911064147949,0.6324495673179626,0.6820501089096069,-0.12405606359243393,0.9925040006637573,0.6299326419830322,0.6497684717178345,0.038963574916124344,0.9870752096176147,0.6308978796005249,0.6445889472961426,-0.20651699602603912,0.9886158108711243,0.598966121673584,0.670096218585968,-0.04559040069580078,0.9872766137123108,0.6012130975723267,0.6684672236442566,-0.11722647398710251,0.9846880435943604,0.5925558805465698,0.5688076615333557,0.1626422107219696,0.9934408068656921,0.5870140194892883,0.5783441066741943,-0.3031599223613739,0.9913910627365112,0.6533804535865784,0.7421059012413025,0.23726597428321838,0.7462055683135986,0.6529926061630249,0.759338915348053,-0.4880753457546234,0.31052127480506897,0.7574729919433594,0.8479681611061096,0.008261218667030334,0.7596210241317749,0.7678940296173096,0.8876250386238098,-0.4570690393447876,0.46394598484039307,0.7878190875053406,0.856596052646637,9.308946027886122e-05,0.789308488368988,0.8031895160675049,0.9027490019798279,-0.5179363489151001,0.5709293484687805,0.7926476001739502,0.8634576201438904,-0.050067078322172165,0.7856354117393494,0.8128046989440918,0.8972272276878357,-0.4895085394382477,0.57297682762146,0.7823002338409424,0.8606889843940735,-0.018808921799063683,0.7627066969871521,0.7991607189178467,0.8904018402099609,-0.44629836082458496,0.5603970289230347,0.436837375164032,0.24095748364925385,0.19352413713932037,0.9919012188911438,0.42290860414505005,0.22842158377170563,-0.19301627576351166,0.9884899854660034,0.32285571098327637,0.5262584090232849,0.17535115778446198,0.8166840076446533,0.3083602786064148,0.5315636396408081,-0.21197479963302612,0.4218927323818207,0.21006081998348236,0.7952941060066223,0.2231370359659195,0.8433393239974976,0.1882665455341339,0.8160290122032166,-0.18655414879322052,0.5583469271659851,0.17874675989151,0.8307322263717651,0.21711128950119019,0.8595624566078186,0.14853128790855408,0.8513708710670471,-0.19823028147220612,0.6379517316818237,0.28055107593536377,0.8664680123329163,0.09721191227436066,0.8753026723861694,0.2661687731742859,0.8830873966217041,-0.372000515460968,0.6342840194702148
8,downdog,0.51202791929245,0.6490201354026794,-0.05397329479455948,0.992465078830719,0.5280814170837402,0.6615938544273376,-0.03846759349107742,0.9896092414855957,0.5311311483383179,0.6612851619720459,-0.03841610625386238,0.9905180931091309,0.534524142742157,0.6609505414962769,-0.038316644728183746,0.9926697015762329,0.5275687575340271,0.6611489653587341,-0.0854492038488388,0.9930897951126099,0.5300602912902832,0.6607809066772461,-0.08560810983181,0.9937757253646851,0.5329106450080872,0.6604732275009155,-0.08556502312421799,0.9932428002357483,0.5541863441467285,0.6422953009605408,0.03897800296545029,0.9883550405502319,0.5522719025611877,0.6431307196617126,-0.1750057190656662,0.9897488355636597,0.5146847367286682,0.6265974044799805,-0.019597193226218224,0.9885388016700745,0.5130468606948853,0.6261246800422668,-0.07604081928730011,0.986207902431488,0.5557336807250977,0.5251164436340332,0.14799246191978455,0.9940667152404785,0.5550956130027771,0.5424186587333679,-0.1891411691904068,0.9922424554824829,0.6359325051307678,0.6826717853546143,0.29109975695610046,0.6900238394737244,0.6496636271476746,0.7292366623878479,-0.42851173877716064,0.379416823387146,0.7237964868545532,0.7883851528167725,0.02479732781648636,0.7424466609954834,0.771996796131134,0.8397830724716187,-0.3697386682033539,0.5175098180770874,0.7547357082366943,0.7962998151779175,0.039901960641145706,0.798284113407135,0.8095006942749023,0.8523064255714417,-0.40408140420913696,0.6136382222175598,0.7609997987747192,0.8059213161468506,-0.014140153303742409,0.7958835363388062,0.8111211061477661,0.8477197885513306,-0.33901557326316833,0.6152754426002502,0.7536429166793823,0.8056652545928955,0.0017377398908138275,0.7743459939956665,0.7988287210464478,0.8453332781791687,-0.34080690145492554,0.6035519242286682,0.350951611995697,0.20896783471107483,0.15432395040988922,0.9926174879074097,0.34055304527282715,0.19484266638755798,-0.15413981676101685,0.9896059036254883,0.26227685809135437,0.46806618571281433,0.264547199010849,0.7568999528884888,0.24692323803901672,0.45502904057502747,-0.06756654381752014,0.47960641980171204,0.19872426986694336,0.6968514323234558,0.40638574957847595,0.8359875679016113,0.16957005858421326,0.7155745625495911,0.03656598553061485,0.6024550795555115,0.17268994450569153,0.7341113090515137,0.4140068292617798,0.8640242218971252,0.13420337438583374,0.7526340484619141,0.03277066349983215,0.6741276979446411,0.2789396047592163,0.7639954090118408,0.31164634227752686,0.8846856951713562,0.237246572971344,0.7803484797477722,-0.10228285193443298,0.6708057522773743
9,downdog,0.6325822472572327,0.5223127007484436,-0.27923569083213806,0.9929385185241699,0.6336440443992615,0.5345052480697632,-0.32366061210632324,0.9902463555335999,0.6362005472183228,0.5334934592247009,-0.3233937919139862,0.9911360144615173,0.6387937068939209,0.5323881506919861,-0.3232336938381195,0.9930111169815063,0.6290736794471741,0.537513017654419,-0.3160790801048279,0.9934183955192566,0.6281097531318665,0.5394466519355774,-0.3158094882965088,0.9940693974494934,0.6271339058876038,0.5416387915611267,-0.31563445925712585,0.9935140609741211,0.6494561433792114,0.5210925936698914,-0.3856392502784729,0.9890609979629517,0.6307355165481567,0.5347325801849365,-0.3549923002719879,0.9901875257492065,0.6405514478683472,0.5065158605575562,-0.2813851237297058,0.9894090890884399,0.6346959471702576,0.5135157108306885,-0.2741152048110962,0.9872803688049316,0.701227068901062,0.45102331042289734,-0.28381818532943726,0.9943807125091553,0.6760459542274475,0.47485318779945374,-0.25210002064704895,0.9924204349517822,0.7481078505516052,0.5921185612678528,-0.1709180474281311,0.7046442627906799,0.6900777220726013,0.6605303883552551,-0.3168070614337921,0.37334033846855164,0.777346670627594,0.8025332689285278,-0.19738423824310303,0.7528963685035706,0.7626792788505554,0.8117849826812744,-0.328867644071579,0.5161271095275879,0.7854872345924377,0.7858757376670837,-0.23024822771549225,0.8016223311424255,0.7673646807670593,0.8356605768203735,-0.3589847683906555,0.6003795266151428,0.7767688632011414,0.8005749583244324,-0.2694062888622284,0.7996707558631897,0.7736851572990417,0.8213814496994019,-0.3485628366470337,0.6014311909675598,0.7751452326774597,0.7977858185768127,-0.21294954419136047,0.7781440019607544,0.7721844911575317,0.8166670799255371,-0.31262800097465515,0.5887200832366943,0.5471968054771423,0.1913967728614807,0.05346052721142769,0.9928070902824402,0.5141890645027161,0.22358432412147522,-0.05331910029053688,0.9898189902305603,0.6122909784317017,0.5158678889274597,0.09404324740171432,0.7344868779182434,0.5282812714576721,0.5904128551483154,0.031667061150074005,0.4790099561214447,0.7493142485618591,0.727892279624939,0.3080224096775055,0.8400270938873291,0.6517610549926758,0.8701302409172058,0.2554283142089844,0.6251286864280701,0.7682199478149414,0.746665358543396,0.2980797588825226,0.8636215329170227,0.6761823892593384,0.9080842733383179,0.27191993594169617,0.6845338940620422,0.7847760915756226,0.8155984282493591,0.044992703944444656,0.8847400546073914,0.688863217830658,0.9287807941436768,0.10575540363788605,0.6885229349136353
